Address,Latitude,Longitude
"2 Malthouse Lane, Melbourne, Victoria 3000 Australia",-37.8154393,144.9715781
"29 South Wharf Prom, Melbourne, Victoria 3006 Australia",-37.8240427,144.9536545
"43 Hardware Lane, Melbourne, Victoria 3000 Australia",-37.8134633,144.9610875
"10 Katherine Pl, Melbourne, Victoria 3000 Australia",-37.8200942,144.9566093
"427 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8126385,144.9724818
"50 Albert Rd, Melbourne, Victoria 3205 Australia",-37.8341251,144.9713427
"8 Exploration Lane, Melbourne, Victoria 3000 Australia",-37.8092534,144.9684342
"265 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.81361731612903,144.96176682258064
"482 Riversdale Rd, Hawthorn, Boroondara, Victoria 3123 Australia",-37.830187,145.0465925
"135 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8169169,144.9654324
"176 Little Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8101765,144.9652219
"19 Park St, Melbourne, Victoria 3205 Australia",-37.8330238,144.969881
"27 Degraves St, Melbourne, Victoria 3000 Australia",-37.8173712,144.9658085
"107 Raglan St Port Melbourne, Melbourne, Victoria 3207 Australia",-37.8379854,144.9614803719075
"162-170 Queens Parade, Fitzroy North, Melbourne, Victoria 3068 Australia",-37.7856616,144.9946927
"415 Collins St, Melbourne, Victoria 3000 Australia",-37.8173101,144.9608666
"58 Wellington Pde, Melbourne, Victoria 3002 Australia",-37.81654055,144.98841819720528
"380 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.7958574,144.9790602
"4A Bond St, Yarra, Victoria 3141 Australia",-37.8409851,144.9947446
"303 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.7993535,144.9672439
"206 Bourke St, Melbourne, Victoria 3000 Australia",-37.812598449999996,144.9668863805818
"361 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8135601,144.9619786
"260 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8094745,144.9720174
"66A Chapel St, Windsor, Stonnington, Victoria 3181 Australia",-37.8576363,144.9922889
"20 Duckboard Pl, Melbourne, Victoria 3000 Australia",-37.8157363,144.9714128
"658 Church Street, Richmond, Yarra, Victoria Australia",-37.83271115,144.99637536901673
"87 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8620084,144.9737334
"99 Rose Street, Fitzroy, Yarra, Victoria 3065 Australia",-37.7959061,144.9793518
"33 Hardware Lane, Melbourne, Victoria 3000 Australia",-37.8145652,144.9616725
"275 Exhibition St, Melbourne, Victoria 3000 Australia",-37.8074223,144.9688742
"197 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8112149,144.9665492
"12 Claremont St, Melbourne, Victoria 3141 Australia",-37.8380714,144.9939255
"141 Lygon Street Carlton, Melbourne, Victoria 3053 Australia",-37.8039222,144.9661966
"257 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.799450500000006,144.9668913494076
"8 Raffa Place, Melbourne, Victoria 3053 Australia",-37.7976778,144.9683437
"30 Block Pl, Melbourne, Victoria 3000 Australia",-37.8152596,144.964372
"110 Hopkins St, Footscray, Maribyrnong, Victoria 3011 Australia",-37.7998767,144.9016888
"317 Bay St, Brighton, Bayside, Victoria 3186 Australia",-37.9054359,145.0030338
"20 Meyers Pl, Melbourne, Victoria 3000 Australia",-37.8120541,144.9722144
"26/2 Elizabeth St, Melbourne, Victoria 3000 Australia",-37.8143721,144.9631478
"115 Hardware St, Melbourne, Victoria 3000 Australia",-37.8119553,144.96046
"118 Church St, Brighton, Bayside, Victoria 3186 Australia",-37.9156004,144.9955722728759
"65 Queens Rd, Melbourne, Victoria 3004 Australia",-37.84979095,144.97854671190078
"1-3 Cobden St, Melbourne, Victoria 3051 Australia",-37.8050352,144.9572661
